UserID,TotalCourses,AvgSpending,DiversityScore,AvgRating,EnrollmentFrequency,UserName,Age,Gender,Email,CourseCategory,CourseLevel,LearningDepthIndex,Cluster
U00108,2,0.0,2,2.965,2,jowen,32,1,jasonjordan@yahoo.com,4,0,1.0,0
U00109,14,62.12642857142857,10,3.157857142857143,14,amyschmidt,15,0,alicia06@yahoo.com,3,1,0.4444444444444444,2
U00112,14,40.41428571428571,9,3.165714285714286,14,williamswilliam,34,0,qmiller@yahoo.com,3,0,1.0,2
U00117,13,145.06692307692308,9,3.373076923076923,13,kristin26,19,0,megan10@gmail.com,2,1,0.625,2
U00120,2,207.755,2,3.215,2,faguilar,15,1,ashley54@gmail.com,0,1,0.5,3
U00121,2,164.385,2,2.7,2,htanner,27,0,donaldbrennan@hotmail.com,7,0,1.0,3
U00122,2,0.0,2,2.895,2,derekgreer,21,0,elizabeth42@gmail.com,5,1,0.5,1
U00123,2,178.445,2,4.24,2,richardsonjames,18,0,dillonleslie@outlook.com,3,0,1.0,3
U00124,2,230.245,2,2.175,2,christinagilbert,19,0,brendanaustin@yahoo.com,0,0,1.0,3
U00125,2,163.01,2,2.25,2,michelle70,35,0,simsbruce@yahoo.com,1,0,2.0,3
U00126,14,77.4692857142857,7,3.457142857142857,14,zhall,23,0,juliecervantes@yahoo.com,5,1,0.625,2
U00127,3,301.1433333333334,3,3.846666666666667,3,brian60,34,0,annablair@hotmail.com,0,0,3.0,3
U00128,13,139.51153846153846,8,3.106923076923077,13,misty15,35,0,thomasharris@yahoo.com,0,1,0.8333333333333334,2
U00129,2,207.755,2,3.885,2,sabrinawilson,19,1,alvaradokevin@gmail.com,0,2,0.0,3
U00133,14,59.166428571428575,9,2.830714285714286,14,mccarthyscott,21,1,raymondthomas@gmail.com,8,1,0.8571428571428571,2
U00134,14,102.72928571428572,8,3.3528571428571428,14,syoung,26,0,kroy@gmail.com,6,0,1.4,2
U00137,2,230.145,2,3.705,2,lawrencesanchez,15,0,donaldtaylor@outlook.com,3,0,2.0,3
U00138,2,0.0,2,1.8699999999999999,2,sarafuentes,26,1,ugonzales@gmail.com,4,0,1.0,0
U00139,4,62.025,4,1.8275000000000001,4,qharrell,16,0,daniel87@yahoo.com,0,0,1.0,0
U00140,2,26.93,2,3.5650000000000004,2,william81,24,0,ewalker@hotmail.com,5,1,0.5,1
U00143,2,88.67,2,4.415,2,sherri37,26,1,lopezbrian@outlook.com,2,0,1.0,0
U00144,13,73.35923076923076,7,3.173076923076923,13,rodgerspaul,24,0,amy66@hotmail.com,6,2,2.0,2
U00147,12,99.64,9,3.0775,12,patricklaura,30,1,barbarapatterson@yahoo.com,3,1,0.6666666666666666,2
U00149,10,90.64099999999999,8,3.303,10,jacksonanthony,17,0,yspencer@gmail.com,0,0,1.25,2
U00150,2,0.0,2,3.245,2,nsmith,25,1,zjefferson@gmail.com,2,0,2.0,0
U00152,12,114.07666666666665,9,3.296666666666667,12,hhill,19,0,keith03@outlook.com,2,1,0.42857142857142855,2
U00153,2,18.945,2,2.575,2,scottgilbert,35,1,sextondillon@yahoo.com,9,0,1.0,0
U00155,2,0.0,2,3.71,2,browningstephanie,27,1,cindy51@gmail.com,6,1,0.5,1
U00157,2,106.195,2,2.53,2,derek60,32,0,dhall@hotmail.com,2,0,2.0,0
U00159,2,26.93,2,2.1,2,rodriguezraymond,16,1,richardsonwilliam@yahoo.com,6,1,0.5,1
U00161,11,55.054545454545455,7,2.8972727272727274,11,lawrence17,25,0,tstone@outlook.com,1,0,1.5,2
U00164,2,0.0,1,3.2700000000000005,2,james63,32,1,jessica46@outlook.com,7,0,2.0,0
U00165,4,104.955,4,2.995,4,wcarroll,30,1,angela19@hotmail.com,0,2,1.0,1
U00166,15,16.592,9,3.1886666666666668,15,campbellkelsey,33,1,hinesjoshua@gmail.com,7,2,0.8333333333333334,2
U00169,13,43.62769230769231,11,2.636923076923077,13,vasquezjohn,24,1,youngmaurice@yahoo.com,4,0,1.2,2
U00170,3,0.0,3,2.72,3,millerdavid,34,0,mark06@hotmail.com,9,1,0.25,1
U00171,2,0.0,1,4.0649999999999995,2,egardner,24,1,obrienmolly@outlook.com,10,1,0.5,1
U00173,14,78.20142857142856,10,3.1978571428571425,14,fernando38,31,1,patriciagarcia@gmail.com,0,1,0.42857142857142855,2
U00175,2,245.45,2,2.915,2,xlambert,32,0,leonardlisa@gmail.com,0,1,0.3333333333333333,3
U00177,14,109.03857142857143,9,3.0235714285714286,14,torreschristine,29,0,adriana95@yahoo.com,6,1,0.5,2
U00178,14,16.90857142857143,10,3.54,14,gonzaleslisa,20,1,robertspencer@outlook.com,3,1,0.8333333333333334,2
U00179,2,243.96,2,2.685,2,mariaavila,34,1,tpineda@outlook.com,1,0,2.0,3
U00186,2,163.01,2,3.0700000000000003,2,alexbrown,28,0,nortonlisa@outlook.com,1,2,0.0,3
U00191,12,188.225,8,3.955833333333333,12,foleypaul,34,1,jeremycole@gmail.com,10,1,0.6666666666666666,2
U00192,14,48.576428571428565,9,3.440714285714286,14,nathanieldorsey,17,1,briannarichardson@yahoo.com,11,1,0.625,2
U00198,12,103.52833333333335,7,3.2741666666666664,12,brian71,30,0,lewismargaret@hotmail.com,6,1,0.5714285714285714,2
U00200,4,67.4275,3,3.4650000000000003,4,ronald67,32,1,bobbymurphy@outlook.com,4,0,5.0,0
U00201,3,230.62666666666667,3,2.676666666666667,3,yalvarado,16,1,orosales@gmail.com,0,0,1.0,3
U00203,2,163.01,2,3.005,2,samantha00,25,0,ybyrd@yahoo.com,1,1,0.5,3
U00207,2,88.67,2,2.585,2,evelyn98,33,1,carsonjamie@yahoo.com,5,0,1.0,0
U00208,15,33.84133333333333,10,3.1533333333333338,15,kingrobin,18,0,jamesholt@yahoo.com,3,1,0.875,2
U00210,2,18.945,2,1.5150000000000001,2,mscott,30,1,umitchell@hotmail.com,7,0,2.0,0
U00212,2,0.0,2,4.265,2,mike97,30,0,loriknight@yahoo.com,9,1,0.3333333333333333,1
U00213,2,149.785,2,4.23,2,susan03,15,1,serranotammy@hotmail.com,3,1,0.5,1
U00216,16,87.866875,10,3.545625,16,taylorelizabeth,23,1,peckamy@outlook.com,9,1,0.6,2
U00220,15,20.02333333333333,11,3.6286666666666667,15,laura88,20,1,dlewis@hotmail.com,9,1,0.5555555555555556,2
U00227,2,0.0,2,4.305,2,victoria90,23,1,alyssahoward@gmail.com,4,1,0.5,1
U00229,2,0.0,2,2.73,2,charles00,22,1,nielsenelizabeth@gmail.com,3,0,1.0,0
U00230,2,59.52,2,3.595,2,karen41,17,0,swansonlisa@hotmail.com,5,1,0.5,1
U00231,2,106.585,2,3.52,2,rodgersdaniel,16,1,richard17@hotmail.com,5,0,3.0,0
U00234,2,163.01,2,3.74,2,emily05,32,1,whuynh@outlook.com,1,0,2.0,0
U00235,3,157.42666666666665,2,3.856666666666667,3,williamscharles,34,1,joneschristopher@outlook.com,9,1,0.6666666666666666,1
U00238,15,124.86133333333333,10,3.1626666666666665,15,joshuaescobar,24,0,isaiahwest@outlook.com,1,1,0.875,2
U00240,2,0.0,2,3.33,2,ismith,34,0,sullivansean@hotmail.com,1,0,2.0,0
U00241,2,0.0,2,4.2700000000000005,2,thomascummings,23,0,brandyjones@yahoo.com,2,1,0.5,1
U00242,2,133.465,2,3.285,2,wernerjesus,27,1,joe20@gmail.com,0,0,2.0,0
U00251,13,100.81307692307692,9,3.493846153846154,13,summersjamie,28,0,daniel37@outlook.com,6,1,0.3333333333333333,2
U00260,15,163.01333333333332,9,3.1526666666666667,15,heather26,35,1,denisesmith@yahoo.com,4,0,1.0,2
U00263,4,0.0,4,2.8325,4,chapmanjennifer,15,1,brucejacqueline@gmail.com,3,2,1.0,1
U00264,3,0.0,3,3.4599999999999995,3,mmullen,18,0,wrightmargaret@outlook.com,2,2,0.0,1
U00265,14,149.13214285714284,9,3.4299999999999997,14,william96,15,1,kristenmaxwell@hotmail.com,5,2,1.0,2
U00267,4,226.6325,3,3.0325,4,amandataylor,34,1,colemanjennifer@outlook.com,1,0,1.5,3
U00272,13,94.55384615384614,8,3.2284615384615383,13,wvasquez,25,1,ashley40@yahoo.com,5,0,1.4,2
U00274,2,88.67,2,3.52,2,john92,32,0,tcole@outlook.com,1,0,3.0,0
U00279,3,98.33999999999999,3,2.6833333333333336,3,mackenzie39,24,1,hdavis@gmail.com,3,0,4.0,0
U00282,14,73.86928571428572,9,2.472142857142857,14,eandrews,19,1,jeremy00@outlook.com,1,0,2.5,2
U00283,2,0.0,2,2.8600000000000003,2,mryan,28,1,xcordova@hotmail.com,5,1,0.3333333333333333,1
U00286,3,0.0,2,3.106666666666667,3,angelaclark,24,0,ejackson@hotmail.com,11,0,1.5,0
U00287,2,0.0,2,4.585,2,rkennedy,21,0,syork@hotmail.com,4,0,2.0,0
U00290,3,19.106666666666666,3,4.430000000000001,3,frankalvarado,17,0,alex83@hotmail.com,5,0,1.0,1
U00291,3,92.12333333333333,3,3.6966666666666668,3,nicholas62,16,0,ygomez@hotmail.com,0,0,1.0,0
U00292,12,80.46833333333333,8,3.1333333333333333,12,andrewbrown,33,1,natalie44@gmail.com,2,2,0.8,2
U00293,13,109.72923076923077,9,2.94,13,brian93,25,0,reyesangela@gmail.com,7,0,1.5,2
U00296,2,88.67,2,3.67,2,marshallolivia,31,0,bassjustin@gmail.com,5,0,2.0,0
U00298,14,144.31571428571428,7,3.2892857142857146,14,steven02,32,1,torresjoseph@outlook.com,10,2,1.5,2
U00300,2,243.96,2,2.92,2,anthonyhess,26,0,meagansalas@gmail.com,1,0,1.0,3
U00301,14,85.81642857142856,9,3.0685714285714285,14,shale,26,1,zprice@gmail.com,9,1,0.5714285714285714,2
U00303,14,77.56714285714285,7,3.027142857142857,14,fcollins,35,1,benjamin32@yahoo.com,7,0,1.4,2
U00308,4,197.6175,4,3.5625,4,carrollwalter,26,1,kimberly41@gmail.com,0,1,0.2,3
U00310,11,42.28818181818182,8,3.097272727272727,11,davidbarrera,26,0,aray@yahoo.com,3,0,2.3333333333333335,2
U00314,3,0.0,2,2.9766666666666666,3,tgonzalez,19,0,carmen64@gmail.com,9,1,0.25,1
U00315,12,81.02416666666666,9,3.3516666666666666,12,stephanie14,31,0,desireereese@gmail.com,3,1,0.8333333333333334,2
U00316,2,0.0,2,3.87,2,jasonjohnston,19,0,umatthews@gmail.com,3,1,0.5,1
U00317,3,19.106666666666666,3,3.813333333333333,3,williamscaroline,19,1,dcunningham@hotmail.com,2,0,3.0,0
U00321,14,130.21,8,2.579285714285714,14,mhammond,28,1,tsosa@gmail.com,0,1,0.8333333333333334,2
U00322,14,44.73571428571428,7,3.067857142857143,14,idillon,23,1,wmoore@gmail.com,11,1,0.375,2
U00323,15,63.266,8,3.3059999999999996,15,irichard,21,0,robertsrobyn@yahoo.com,1,0,1.8,2
U00327,4,44.335,3,4.035,4,hannahmccoy,31,0,christopherdelgado@hotmail.com,5,2,1.0,1
U00328,15,87.99266666666666,8,3.31,15,glennmoore,29,0,kathygrimes@yahoo.com,6,1,0.3333333333333333,2
U00329,12,136.035,8,3.035833333333333,12,ellisangela,20,0,piercefrederick@gmail.com,3,1,0.2857142857142857,2
U00330,14,90.61571428571428,8,2.775714285714286,14,jsherman,15,0,paulirwin@hotmail.com,8,2,1.5,2
U00334,13,68.27076923076923,9,2.64,13,dianasanchez,24,0,dmccarthy@hotmail.com,0,1,0.7142857142857143,2
U00338,14,59.48357142857143,8,3.3842857142857143,14,brianlee,23,0,villegasbrandon@yahoo.com,3,1,0.5714285714285714,2
U00339,16,130.476875,10,3.13625,16,emmaallen,29,1,sbeard@gmail.com,10,0,1.1428571428571428,2
U00340,14,87.17285714285715,8,2.9549999999999996,14,george01,30,1,hillamber@yahoo.com,1,0,1.0,2
U00345,15,91.14733333333334,9,3.5193333333333334,15,whiteheadjessica,16,1,carolanderson@outlook.com,9,1,0.6666666666666666,2
U00346,3,108.67333333333333,3,3.3699999999999997,3,marymcclain,33,0,george34@outlook.com,1,2,0.5,1
U00347,2,173.355,2,2.67,2,dorothy78,32,0,turnermarcus@gmail.com,8,0,2.0,0
U00350,2,44.795,2,3.8100000000000005,2,fmartin,17,1,jamiehopkins@outlook.com,0,1,0.5,1
U00351,13,59.776923076923076,8,2.9269230769230767,13,carlsonjason,18,0,juan61@gmail.com,2,0,1.2,2
U00352,15,67.31266666666667,10,3.0853333333333333,15,danderson,28,1,michael93@yahoo.com,1,1,0.8571428571428571,2
U00353,14,65.59357142857142,10,3.3785714285714286,14,webbcharles,34,0,jeffrey93@hotmail.com,5,0,1.0,2
U00354,2,0.0,1,4.550000000000001,2,elizabeth42,35,1,christopheralexander@outlook.com,5,1,0.5,1
U00356,15,41.27733333333333,10,3.0913333333333335,15,donaldjacobs,21,0,lhull@yahoo.com,0,0,1.5,2
U00357,15,146.132,10,3.1853333333333333,15,ychavez,15,0,gjohnson@yahoo.com,0,1,0.5,2
U00362,13,85.61769230769231,8,3.089230769230769,13,eugene97,16,1,felicia89@gmail.com,9,0,1.75,2
U00365,13,38.48307692307692,7,2.576923076923077,13,bfox,30,0,hchapman@outlook.com,8,0,1.6,2
U00366,2,0.0,2,3.545,2,gerald45,28,1,lewisanthony@hotmail.com,0,1,0.5,1
U00369,4,0.0,4,2.665,4,beckerterry,19,1,yoconnell@yahoo.com,1,0,2.0,0
U00370,2,303.48,2,3.1950000000000003,2,bstevens,17,1,huffmanchristopher@outlook.com,1,0,2.0,3
U00378,2,0.0,2,3.63,2,cookjoseph,21,0,kathleen96@outlook.com,1,0,2.0,0
U00379,14,218.1692857142857,8,3.4035714285714285,14,garciajohn,20,1,sharonmejia@yahoo.com,8,1,0.5714285714285714,2
U00382,3,131.42,3,2.08,3,martinpayne,25,1,christopher66@outlook.com,2,0,1.0,3
U00383,15,111.22666666666667,10,2.848,15,michael40,29,0,kaitlynanderson@hotmail.com,0,0,1.1666666666666667,2
U00384,2,149.785,2,2.875,2,joshuamiller,32,0,michael54@gmail.com,3,0,1.0,3
U00386,2,149.785,2,4.125,2,gary74,29,0,cassandra26@yahoo.com,3,1,0.3333333333333333,1
U00390,3,0.0,2,3.1266666666666665,3,newtonjohnny,18,0,cooperthomas@yahoo.com,11,1,0.6666666666666666,1
U00394,11,3.5154545454545456,7,2.611818181818182,11,dianaeverett,30,0,ubutler@yahoo.com,1,0,1.0,2
U00396,2,0.0,2,2.915,2,soliskaren,30,1,carrollandrew@gmail.com,6,2,0.0,1
U00398,3,39.22666666666667,3,3.313333333333333,3,brandon42,27,0,qsmith@yahoo.com,2,0,1.0,0
U00399,12,137.36333333333332,8,3.0908333333333338,12,xgraham,31,0,hmiller@yahoo.com,0,0,1.5,2
U00400,2,0.0,2,2.83,2,ann81,23,1,porterrachel@yahoo.com,7,0,1.0,0
U00401,2,0.0,2,2.95,2,christina44,21,0,beth28@gmail.com,3,1,0.5,1
U00402,2,0.0,2,2.13,2,mary54,23,1,thompsonclaudia@hotmail.com,6,0,3.0,0
U00404,14,115.54571428571428,10,3.105714285714286,14,lucerojonathan,21,0,christy17@yahoo.com,6,0,1.75,2
U00405,2,344.65999999999997,1,3.035,2,douglasholmes,24,1,xyang@hotmail.com,10,0,2.0,3
U00406,15,94.49600000000001,11,2.902,15,miranda71,33,1,markguerrero@gmail.com,3,1,0.625,2
U00407,15,107.46533333333333,10,3.3033333333333332,15,zlopez,23,1,martinezchristopher@outlook.com,0,2,0.8333333333333334,2
U00409,2,0.0,2,2.85,2,jenniferolson,35,1,manuelcurtis@yahoo.com,6,0,2.0,0
U00411,12,65.80583333333334,8,3.2883333333333336,12,robert66,17,0,alexandra14@yahoo.com,8,0,2.3333333333333335,2
U00412,4,59.18000000000001,3,3.3175,4,qwatkins,24,0,wileyjoseph@gmail.com,6,2,1.0,1
U00413,2,236.14,2,4.335,2,sharon56,23,1,michaelcalderon@outlook.com,2,1,0.5,3
U00415,13,61.92230769230769,7,3.1138461538461537,13,lisaponce,31,0,dustin99@yahoo.com,6,0,1.0,2
U00416,2,0.0,2,2.925,2,simmonspatricia,17,0,nicholasgarcia@outlook.com,3,1,0.3333333333333333,1
U00417,2,0.0,2,2.92,2,erica01,32,0,hcross@yahoo.com,0,1,0.3333333333333333,1
U00418,3,176.26333333333332,3,2.3266666666666667,3,anthonyanderson,23,0,rnoble@hotmail.com,0,1,0.6666666666666666,3
U00422,3,95.01666666666667,3,2.8266666666666667,3,sanfordmichael,15,0,tsantos@yahoo.com,1,1,0.6666666666666666,3
U00423,12,133.435,6,3.0866666666666664,12,reginaberg,27,0,bradgalloway@hotmail.com,0,1,0.6666666666666666,2
U00424,11,110.33818181818182,7,3.1900000000000004,11,kristi64,35,1,fbarnett@yahoo.com,0,0,1.2,2
U00426,4,118.07,3,3.6750000000000003,4,xknox,21,1,charleswilliams@yahoo.com,9,1,0.2,1
U00427,16,85.889375,9,3.033125,16,bernardsexton,29,0,rjenkins@yahoo.com,0,1,0.8571428571428571,2
U00437,3,0.0,3,3.6666666666666665,3,pricealexander,28,1,andre59@hotmail.com,3,1,0.6666666666666666,1
U00438,14,45.23285714285714,10,3.3907142857142856,14,eric69,21,1,angelagreen@gmail.com,2,0,1.6,2
U00443,2,489.40999999999997,2,4.095,2,desiree20,21,0,xshelton@yahoo.com,0,0,1.0,3
U00444,13,120.62923076923077,10,3.7700000000000005,13,morrowmichael,15,0,christopher38@outlook.com,3,0,2.6666666666666665,2
U00446,2,26.93,2,2.895,2,smithjack,19,0,sandra71@yahoo.com,6,1,0.3333333333333333,1
U00448,3,0.0,2,3.8366666666666673,3,smithjeffrey,27,1,wilsonjeremy@outlook.com,2,2,0.5,1
U00449,14,94.86,10,2.9135714285714287,14,brownkaren,33,0,ambercruz@yahoo.com,3,0,1.0,2
U00450,12,105.20333333333333,7,3.125,12,colemanroy,20,1,lyonsjohn@outlook.com,1,0,1.75,2
U00452,3,19.106666666666666,3,3.706666666666667,3,williamsamy,23,1,anthonyflynn@hotmail.com,6,0,4.0,0
U00454,4,189.53,3,3.4774999999999996,4,lauralewis,28,0,corey28@outlook.com,10,1,0.3333333333333333,1
U00455,3,0.0,3,3.24,3,angelica53,19,1,sbutler@outlook.com,0,1,0.3333333333333333,1
U00456,2,0.0,2,2.58,2,bobbyfaulkner,24,0,jpatel@gmail.com,3,1,0.5,1
U00457,2,18.945,2,3.045,2,amytaylor,34,0,vmason@outlook.com,8,0,3.0,0
U00458,4,51.8175,4,3.0324999999999998,4,zle,31,0,gordonlawrence@gmail.com,0,0,3.0,0
U00460,2,207.755,2,3.38,2,youngmike,24,0,vingram@hotmail.com,0,1,0.5,3
U00461,2,245.45,2,4.640000000000001,2,kramerlogan,21,0,wmills@hotmail.com,0,1,0.5,3
U00462,2,163.01,2,3.74,2,lmason,30,1,coryhernandez@hotmail.com,1,0,2.0,0
U00464,12,85.33833333333332,7,2.8266666666666667,12,blakejoseph,25,1,rogersdakota@hotmail.com,4,1,0.6666666666666666,2
U00466,2,106.195,2,3.9349999999999996,2,armstrongluis,32,0,mackenzie76@hotmail.com,5,0,2.0,0
U00469,2,0.0,2,1.9,2,scott82,20,0,justin81@gmail.com,7,0,1.0,0
U00473,3,114.20333333333333,3,3.0966666666666662,3,smithamanda,32,0,zachary67@yahoo.com,7,1,0.3333333333333333,1
U00475,3,201.45333333333335,3,2.4166666666666665,3,stevenwilliams,24,1,adamsjames@hotmail.com,3,0,1.0,3
U00476,2,138.185,2,2.1550000000000002,2,devin94,29,0,jlutz@outlook.com,4,0,3.0,0
U00478,2,28.66,2,3.2350000000000003,2,john69,30,1,jessicajones@yahoo.com,7,0,2.0,0
U00479,2,0.0,2,2.8499999999999996,2,cunninghamaaron,33,1,suzanne77@gmail.com,2,0,1.0,0
U00484,2,0.0,2,2.725,2,wesleyfreeman,16,1,ghicks@outlook.com,3,2,0.0,1
U00486,2,0.0,2,4.09,2,coryalvarado,21,0,diazjamie@yahoo.com,7,2,0.0,1
U00487,2,0.0,1,3.335,2,kayla77,15,0,alvaradoronald@hotmail.com,3,1,0.5,1
U00488,2,59.52,2,2.6799999999999997,2,barbara10,20,1,dominic07@hotmail.com,4,0,2.0,0
U00489,3,149.37333333333333,3,1.6500000000000001,3,aguirrejessica,18,1,lindsey98@hotmail.com,2,1,0.3333333333333333,3
U00494,13,77.46153846153847,10,3.180769230769231,13,joel15,26,1,iwalker@yahoo.com,0,0,1.4,2
U00495,2,142.525,2,3.235,2,johnsonchristina,35,0,tara89@yahoo.com,1,1,0.3333333333333333,3
U00497,3,0.0,2,3.0533333333333332,3,cmclean,21,0,christyevans@outlook.com,11,1,0.25,1
U00498,3,0.0,3,4.073333333333333,3,sheri69,20,0,omassey@hotmail.com,5,2,0.0,1
U00500,2,295.355,2,3.02,2,frederick07,16,0,robert76@outlook.com,0,1,0.5,3
U00502,2,0.39,2,3.87,2,reynoldserin,22,0,tiffany72@hotmail.com,7,0,1.0,0
U00503,2,0.0,2,4.475,2,robinsonmargaret,15,1,annette75@gmail.com,4,1,0.3333333333333333,1
U00504,2,0.0,2,3.625,2,cantrellscott,16,1,eric29@yahoo.com,2,1,0.5,1
U00507,2,88.67,2,3.455,2,nichole08,15,1,lukelove@yahoo.com,3,0,2.0,0
U00512,2,163.01,2,2.14,2,joshua36,22,1,elizabeththomas@gmail.com,1,0,2.0,0
U00514,3,196.65333333333334,2,3.3966666666666665,3,tammysmall,30,0,mariaryan@outlook.com,9,1,0.6666666666666666,3
U00515,2,0.0,2,3.085,2,martinbrian,19,0,jconway@gmail.com,1,0,2.0,0
U00524,2,59.52,1,3.445,2,knighthector,24,1,williamsjames@yahoo.com,6,1,0.5,1
U00527,2,0.0,2,3.8200000000000003,2,moralesmatthew,18,1,kevinhayden@gmail.com,5,0,2.0,0
U00529,2,0.0,2,2.105,2,tharper,25,1,dustinsmith@yahoo.com,8,0,1.0,0
U00531,2,197.13,2,2.8950000000000005,2,hannahking,24,1,william89@outlook.com,2,1,0.5,3
U00533,2,0.0,2,3.665,2,brandonfuller,29,1,roberttaylor@outlook.com,4,0,2.0,0
U00534,4,44.335,4,2.83,4,michellestone,27,0,llopez@outlook.com,5,0,1.0,0
U00535,2,207.755,2,3.52,2,rodriguezryan,23,1,ffoster@yahoo.com,0,2,0.0,3
U00537,2,173.355,2,3.01,2,opatterson,25,0,gmartin@outlook.com,8,0,3.0,0
U00541,3,110.02333333333333,3,3.39,3,dhill,19,1,michaela09@hotmail.com,3,0,4.0,0
U00543,13,105.47846153846154,10,2.9076923076923076,13,broberts,18,0,leryan@hotmail.com,0,2,0.5,2
U00548,14,137.2892857142857,9,2.8528571428571428,14,vanessa32,32,0,tinamiller@yahoo.com,1,0,1.75,2
U00550,2,0.0,2,2.6399999999999997,2,gwyatt,17,1,jonathan11@yahoo.com,4,0,3.0,0
U00551,4,58.665,4,4.105,4,harveybenjamin,35,1,elaine58@gmail.com,3,0,1.0,0
U00552,2,0.0,2,2.005,2,nicholastorres,30,0,shortbeverly@yahoo.com,7,1,0.3333333333333333,1
U00553,2,0.0,2,3.225,2,whiteheadhoward,15,1,sarah35@hotmail.com,1,0,3.0,0
U00556,14,93.98,9,3.281428571428571,14,martinezkenneth,25,0,michael48@hotmail.com,4,1,0.7777777777777778,2
U00557,2,0.39,2,4.34,2,kross,31,1,carolyn55@gmail.com,7,0,3.0,0
U00559,11,65.38272727272728,9,2.5172727272727276,11,jonathanmendoza,20,1,mark39@gmail.com,0,1,0.7142857142857143,2
